Mod:Item:MetaData, Localized Name
TConstruct:handGuard:1, Protetor de Mão de Pedra
TConstruct:handGuard:2, Protetor de Mão de Ferro
TConstruct:handGuard:3, Protetor de Mão de Pederneira
TConstruct:handGuard:4, Protetor de Mão de Cactos
TConstruct:handGuard:5, Protetor de Mão de Osso
TConstruct:handGuard:6, Protetor de Mão de Obsidiana
TConstruct:handGuard:7, Protetor de Mão de Rocha do Nether
TConstruct:handGuard:8, Protetor de Mão de Slime
TConstruct:handGuard:9, Protetor de Mão de Papel
TConstruct:handGuard:10, Protetor de Mão de Cobalto
TConstruct:handGuard:11, Protetor de Mão de Ardite
TConstruct:handGuard:12, Protetor de Mão de Manyullyn
TConstruct:handGuard:13, Protetor de Mão de Cobre
TConstruct:handGuard:14, Protetor de Mão de Bronze
TConstruct:handGuard:15, Protetor de Mão de Alumite
TConstruct:handGuard:16, Protetor de Mão de Aço
TConstruct:handGuard:17, Protetor de Mão de Slime
TConstruct:handGuard:18, Protetor de Mão de Gusa
TConstruct:crossbar:0, Protetor Curto de Madeira
TConstruct:crossbar:1, Protetor Curto de Pedra
TConstruct:crossbar:2, Protetor Curto de Ferro
TConstruct:crossbar:3, Protetor Curto de Pederneira
TConstruct:crossbar:4, Protetor Curto de Cactos
TConstruct:crossbar:5, Protetor Curto de Osso
TConstruct:crossbar:6, Protetor Curto de Obsidiana
TConstruct:crossbar:7, Protetor Curto de Rocha do Nether
TConstruct:crossbar:8, Protetor Curto de Slime
TConstruct:crossbar:9, Protetor Curto de Papel
TConstruct:crossbar:10, Protetor Curto de Cobalto
TConstruct:crossbar:11, Protetor Curto de Ardite
TConstruct:crossbar:12, Protetor Curto de Manyullyn
TConstruct:crossbar:13, Protetor Curto de Cobre
TConstruct:crossbar:14, Protetor Curto de Bronze
TConstruct:crossbar:15, Protetor Curto de Alumite
TConstruct:crossbar:16, Protetor Curto de Aço
TConstruct:crossbar:17, Protetor Curto de Slime
TConstruct:crossbar:18, Protetor Curto de Gusa
TConstruct:knifeBlade:0, Lâmina de Faca de Madeira
TConstruct:knifeBlade:1, Lâmina de Faca de Pedra
TConstruct:knifeBlade:2, Lâmina de Faca de Ferro
TConstruct:knifeBlade:3, Lâmina de Faca de Pederneira
TConstruct:knifeBlade:4, Lâmina de Faca de Cactos
TConstruct:knifeBlade:5, Lâmina de Faca de Osso
TConstruct:knifeBlade:6, Lâmina de Faca de Obsidiana
TConstruct:knifeBlade:7, Lâmina de Faca de Rocha do Nether
TConstruct:knifeBlade:8, Lâmina de Faca de Slime
TConstruct:knifeBlade:9, Lâmina de Faca de Papel
TConstruct:knifeBlade:10, Lâmina de Faca de Cobalto
TConstruct:knifeBlade:11, Lâmina de Faca de Ardite
TConstruct:knifeBlade:12, Lâmina de Faca de Manyullyn
TConstruct:knifeBlade:13, Lâmina de Faca de Cobre
TConstruct:knifeBlade:14, Lâmina de Faca de Bronze
TConstruct:knifeBlade:15, Lâmina de Faca de Alumite
TConstruct:knifeBlade:16, Lâmina de Faca de Aço
TConstruct:knifeBlade:17, Lâmina de Faca de Slime
TConstruct:knifeBlade:18, Lâmina de Faca de Gusa
TConstruct:frypanHead:0, Frigideira de Madeira
TConstruct:frypanHead:1, Frigideira de Pedra
TConstruct:frypanHead:2, Frigideira de Ferro
TConstruct:frypanHead:3, Frigideira de Pederneira
TConstruct:frypanHead:4, Frigideira de Cactos
TConstruct:frypanHead:5, Frigideira de Osso
TConstruct:frypanHead:6, Frigideira de Obsidiana
TConstruct:frypanHead:7, Frigideira de Rocha do Nether
TConstruct:frypanHead:8, Frigideira de Slime
TConstruct:frypanHead:9, Frigideira de Papel
TConstruct:frypanHead:10, Frigideira de Cobalto
TConstruct:frypanHead:11, Frigideira de Ardite
TConstruct:frypanHead:12, Frigideira de Manyullyn
TConstruct:frypanHead:13, Frigideira de Cobre
TConstruct:frypanHead:14, Frigideira de Bronze
TConstruct:frypanHead:15, Frigideira de Alumite
TConstruct:frypanHead:16, Frigideira de Aço
TConstruct:frypanHead:17, Frigideira de Slime
TConstruct:frypanHead:18, Frigideira de Gusa
TConstruct:signHead:0, Placa de Madeira
TConstruct:signHead:1, Placa de Pedra
TConstruct:signHead:2, Placa de Ferro
TConstruct:signHead:3, Placa de Pederneira
TConstruct:signHead:4, Placa de Cactos
TConstruct:signHead:5, Placa de Osso
TConstruct:signHead:6, Placa de Obsidiana
TConstruct:signHead:7, Placa de Rocha do Nether
TConstruct:signHead:8, Placa de Slime
TConstruct:signHead:9, Placa de Papel
TConstruct:signHead:10, Placa de Cobalto
TConstruct:signHead:11, Placa de Ardite
TConstruct:signHead:12, Placa de Manyullyn
TConstruct:signHead:13, Placa de Cobre
TConstruct:signHead:14, Placa de Bronze
TConstruct:signHead:15, Placa de Alumite
TConstruct:signHead:16, Placa de Aço
TConstruct:signHead:17, Placa de Slime
TConstruct:signHead:18, Placa de Gusa
TConstruct:chiselHead:0, Cabeça de Cinzel de Madeira
TConstruct:chiselHead:1, Cabeça de Cinzel de Pedra
TConstruct:chiselHead:2, Cabeça de Cinzel de Ferro
TConstruct:chiselHead:3, Cabeça de Cinzel de Pederneira
TConstruct:chiselHead:4, Cabeça de Cinzel de Cactos
TConstruct:chiselHead:5, Cabeça de Cinzel de Osso
TConstruct:chiselHead:6, Cabeça de Cinzel de Obsidiana
TConstruct:chiselHead:7, Cabeça de Cinzel de Rocha do Nether
TConstruct:chiselHead:8, Cabeça de Cinzel de Slime
TConstruct:chiselHead:9, Cabeça de Cinzel de Papel
TConstruct:chiselHead:10, Cabeça de Cinzel de Cobalto
TConstruct:chiselHead:11, Cabeça de Cinzel de Ardite
TConstruct:chiselHead:12, Cabeça de Cinzel de Manyullyn
TConstruct:chiselHead:13, Cabeça de Cinzel de Cobre
TConstruct:chiselHead:14, Cabeça de Cinzel de Bronze
TConstruct:chiselHead:15, Cabeça de Cinzel de Alumite
TConstruct:chiselHead:16, Cabeça de Cinzel de Aço
TConstruct:chiselHead:17, Cabeça de Cinzel de Slime
TConstruct:chiselHead:18, Cabeça de Cinzel de Gusa
TConstruct:scytheBlade:0, Cabeça da Foice de Madeira
TConstruct:scytheBlade:1, Cabeça da Foice de Pedra
TConstruct:scytheBlade:2, Cabeça da Foice de Ferro
TConstruct:scytheBlade:3, Cabeça da Foice de Pederneira
TConstruct:scytheBlade:4, Cabeça da Foice de Cactos
TConstruct:scytheBlade:5, Cabeça da Foice de Osso
TConstruct:scytheBlade:6, Cabeça da Foice de Obsidiana
TConstruct:scytheBlade:7, Cabeça da Foice de Rocha do Nether
TConstruct:scytheBlade:8, Cabeça da Foice de Slime
TConstruct:scytheBlade:9, Cabeça da Foice de Papel
TConstruct:scytheBlade:10, Cabeça da Foice de Cobalto
TConstruct:scytheBlade:11, Cabeça da Foice de Ardite
TConstruct:scytheBlade:12, Cabeça da Foice de Manyullyn
TConstruct:scytheBlade:13, Cabeça da Foice de Cobre
TConstruct:scytheBlade:14, Cabeça da Foice de Bronze
TConstruct:scytheBlade:15, Cabeça da Foice de Alumite
TConstruct:scytheBlade:16, Cabeça da Foice de Aço
TConstruct:scytheBlade:17, Cabeça da Foice de Slime
TConstruct:scytheBlade:18, Cabeça da Foice de Gusa
TConstruct:broadAxeHead:0, Cabeça de Machado de Batalha de Madeira
TConstruct:broadAxeHead:1, Cabeça de Machado de Batalha de Pedra
TConstruct:broadAxeHead:2, Cabeça de Machado de Batalha de Ferro
TConstruct:broadAxeHead:3, Cabeça de Machado de Batalha de Pederneira
TConstruct:broadAxeHead:4, Cabeça de Machado de Batalha de Cactos
TConstruct:broadAxeHead:5, Cabeça de Machado de Batalha de Osso
TConstruct:broadAxeHead:6, Cabeça de Machado de Batalha de Obsidiana
TConstruct:broadAxeHead:7, Cabeça de Machado de Batalha de Rocha do Nether
TConstruct:broadAxeHead:8, Cabeça de Machado de Batalha de Slime
TConstruct:broadAxeHead:9, Cabeça de Machado de Batalha de Papel
TConstruct:broadAxeHead:10, Cabeça de Machado de Batalha de Cobalto
TConstruct:broadAxeHead:11, Cabeça de Machado de Batalha de Ardite
TConstruct:broadAxeHead:12, Cabeça de Machado de Batalha de Manyullyn
TConstruct:broadAxeHead:13, Cabeça de Machado de Batalha de Cobre
TConstruct:broadAxeHead:14, Cabeça de Machado de Batalha de Bronze
TConstruct:broadAxeHead:15, Cabeça de Machado de Batalha de Alumite
TConstruct:broadAxeHead:16, Cabeça de Machado de Batalha de Aço
TConstruct:broadAxeHead:17, Cabeça de Machado de Batalha de Slime
TConstruct:broadAxeHead:18, Cabeça de Machado de Batalha de Gusa
TConstruct:excavatorHead:0, Madeira Excavator Head
TConstruct:excavatorHead:1, Pedra Excavator Head
TConstruct:excavatorHead:2, Ferro Excavator Head
TConstruct:excavatorHead:3, Pederneira Excavator Head
TConstruct:excavatorHead:4, Cactos Excavator Head
TConstruct:excavatorHead:5, Osso Excavator Head
TConstruct:excavatorHead:6, Obsidiana Excavator Head
TConstruct:excavatorHead:7, Rocha do Nether Excavator Head
TConstruct:excavatorHead:8, Slime Excavator Head
TConstruct:excavatorHead:9, Papel Excavator Head
TConstruct:excavatorHead:10, Cobalto Excavator Head
TConstruct:excavatorHead:11, Ardite Excavator Head
TConstruct:excavatorHead:12, Manyullyn Excavator Head
TConstruct:excavatorHead:13, Cobre Excavator Head
TConstruct:excavatorHead:14, Bronze Excavator Head
TConstruct:excavatorHead:15, Alumite Excavator Head
TConstruct:excavatorHead:16, Aço Excavator Head
TConstruct:excavatorHead:17, Slime Excavator Head
TConstruct:excavatorHead:18, Gusa Excavator Head
TConstruct:largeSwordBlade:0, Lâmina de Espada Larga de Madeira
TConstruct:largeSwordBlade:1, Lâmina de Espada Larga de Pedra
TConstruct:largeSwordBlade:2, Lâmina de Espada Larga de Ferro
TConstruct:largeSwordBlade:3, Lâmina de Espada Larga de Pederneira
TConstruct:largeSwordBlade:4, Lâmina de Espada Larga de Cactos
TConstruct:largeSwordBlade:5, Lâmina de Espada Larga de Osso
TConstruct:largeSwordBlade:6, Lâmina de Espada Larga de Obsidiana
TConstruct:largeSwordBlade:7, Lâmina de Espada Larga de Rocha do Nether
TConstruct:largeSwordBlade:8, Lâmina de Espada Larga de Slime
TConstruct:largeSwordBlade:9, Lâmina de Espada Larga de Papel
TConstruct:largeSwordBlade:10, Lâmina de Espada Larga de Cobalto
TConstruct:largeSwordBlade:11, Lâmina de Espada Larga de Ardite
TConstruct:largeSwordBlade:12, Lâmina de Espada Larga de Manyullyn
TConstruct:largeSwordBlade:13, Lâmina de Espada Larga de Cobre
TConstruct:largeSwordBlade:14, Lâmina de Espada Larga de Bronze
TConstruct:largeSwordBlade:15, Lâmina de Espada Larga de Alumite
TConstruct:largeSwordBlade:16, Lâmina de Espada Larga de Aço
TConstruct:largeSwordBlade:17, Lâmina de Espada Larga de Slime
TConstruct:largeSwordBlade:18, Lâmina de Espada Larga de Gusa
TConstruct:hammerHead:0, Cabeça de Martelo de Madeira
TConstruct:hammerHead:1, Cabeça de Martelo de Pedra
TConstruct:hammerHead:2, Cabeça de Martelo de Ferro
TConstruct:hammerHead:3, Cabeça de Martelo de Pederneira
TConstruct:hammerHead:4, Cabeça de Martelo de Cactos
TConstruct:hammerHead:5, Cabeça de Martelo de Osso
TConstruct:hammerHead:6, Cabeça de Martelo de Obsidiana
TConstruct:hammerHead:7, Cabeça de Martelo de Rocha do Nether
TConstruct:hammerHead:8, Cabeça de Martelo de Slime
TConstruct:hammerHead:9, Cabeça de Martelo de Papel
TConstruct:hammerHead:10, Cabeça de Martelo de Cobalto
TConstruct:hammerHead:11, Cabeça de Martelo de Ardite
TConstruct:hammerHead:12, Cabeça de Martelo de Manyullyn
TConstruct:hammerHead:13, Cabeça de Martelo de Cobre
TConstruct:hammerHead:14, Cabeça de Martelo de Bronze
TConstruct:hammerHead:15, Cabeça de Martelo de Alumite
TConstruct:hammerHead:16, Cabeça de Martelo de Aço
TConstruct:hammerHead:17, Cabeça de Martelo de Slime
TConstruct:hammerHead:18, Cabeça de Martelo de Gusa
TConstruct:creativeModifier, Modificador de Ferramenta Criativo
TConstruct:buckets:0, Balde de Ferro Derretido
TConstruct:buckets:1, Balde de Ouro Derretido
TConstruct:buckets:2, Balde de Cobre Derretido
TConstruct:buckets:3, Balde de Estanho Derretido
TConstruct:buckets:4, Balde de Alumínio Derretido
TConstruct:buckets:5, Balde de Cobalto Derretido
TConstruct:buckets:6, Balde de Ardite Derretido
TConstruct:buckets:7, Balde de Bronze Derretido
TConstruct:buckets:8, Balde de Alumínio-Bronze Derretido
TConstruct:buckets:9, Balde de Manyullyn Derretido
TConstruct:buckets:10, Balde de Alumite Derretido
TConstruct:buckets:11, Balde de Obsidiana Derretida
TConstruct:buckets:12, Balde de Aço Derretido
TConstruct:buckets:13, Balde de Vidro Derretido
TConstruct:buckets:14, Balde de Pedra Queimada
TConstruct:buckets:15, Balde de Esmeralda Liquefeita
TConstruct:buckets:16, Balde de Sangue
TConstruct:buckets:17, Balde de Níquel Derretido
TConstruct:buckets:18, Balde de Chumbo Derretido
TConstruct:buckets:19, Balde de Prata Derretido
TConstruct:buckets:20, Balde de Brilhante Derretido
TConstruct:buckets:21, Balde de Invar Derretido
TConstruct:buckets:22, Balde de Eléctro Derretido
TConstruct:buckets:23, Balde de Fim Liquefeito
TConstruct:buckets:24, Balde de Slime Líquido
TConstruct:buckets:25, Balde de Cola
TConstruct:buckets:26, Balde de Ferro-Porto Derretido
TConstruct:buckets:27, Balde de Lúmio Derretido
TConstruct:buckets:28, Balde de Signálo Derretido
TConstruct:buckets:29, Balde de Mithril Derretido
TConstruct:buckets:30, Balde de Endério Derretido
TConstruct:buckets:31, Molten Nether Quartz Bucket
TConstruct:metalPattern:0, Molde de Barra
TConstruct:metalPattern:1, Molde de Cabo
TConstruct:metalPattern:2, Molde de Cabeça de Picareta
TConstruct:metalPattern:3, Molde de Cabeça de Pá
TConstruct:metalPattern:4, Molde de Cabeça de Machado
TConstruct:metalPattern:5, Molde de Lâmina de Espada
TConstruct:metalPattern:6, Molde de Protetor Largo
TConstruct:metalPattern:7, Molde de Protetor de Mão
TConstruct:metalPattern:8, Molde de Protetor Curto
TConstruct:metalPattern:9, Molde de Conector de Ferramenta
TConstruct:metalPattern:10, Molde de Frigideira
TConstruct:metalPattern:11, Molde de Placa Larga
TConstruct:metalPattern:12, Molde de Lâmina de Faca
TConstruct:metalPattern:13, Molde de Cabeça de Cinzel
TConstruct:metalPattern:14, Molde de Cabo Grande
TConstruct:metalPattern:15, Molde de Conector Grande
TConstruct:metalPattern:16, Molde de Placa Grande
TConstruct:metalPattern:17, Molde de Cabeça de Machado de Batalha
TConstruct:metalPattern:18, Molde de Cabeça de Foice
TConstruct:metalPattern:19, Molde de Cabeça de Escavador
TConstruct:metalPattern:20, Molde de Lâmina Larga
TConstruct:metalPattern:21, Molde de Cabeça de Martelo
TConstruct:metalPattern:22, Molde de Proteção Completa
TConstruct:metalPattern:25, Molde de Ponta de Flecha
TConstruct:metalPattern:26, Molde de Gema
TConstruct:metalPattern:27, Molde de Pepita
TConstruct:clayPattern:0, Ingot Clay Cast
TConstruct:clayPattern:1, Tool Rod Clay Cast
TConstruct:clayPattern:2, Pickaxe Head Clay Cast
TConstruct:clayPattern:3, Shovel Head Clay Cast
TConstruct:clayPattern:4, Axe Head Clay Cast
TConstruct:clayPattern:5, Sword Blade Clay Cast
TConstruct:clayPattern:6, Wide Guard Clay Cast
TConstruct:clayPattern:7, Hand Guard Clay Cast
TConstruct:clayPattern:8, Crossbar Clay Cast
TConstruct:clayPattern:9, Tool Binding Clay Cast
TConstruct:clayPattern:10, Pan Clay Cast
TConstruct:clayPattern:11, Wide Board Clay Cast
TConstruct:clayPattern:12, Knife Blade Clay Cast
TConstruct:clayPattern:13, Chisel Head Clay Cast
TConstruct:clayPattern:22, Full Guard Clay Cast
TConstruct:clayPattern:25, Arrowhead Clay Cast
TConstruct:clayPattern:26, Gem Clay Cast
TConstruct:clayPattern:27, Nugget Clay Cast
TConstruct:diamondApple:0, Maçã Adornada
TConstruct:jerky:0, Charque de Carne
TConstruct:jerky:1, Charque de Galinha
TConstruct:jerky:2, Charque de Bacon
TConstruct:jerky:3, Charque de Carneiro
TConstruct:jerky:4, Charque de Peixe
TConstruct:jerky:5, Charque de Monstro
TConstruct:jerky:6, Gota de Slime Gelatinoso
TConstruct:jerky:7, Gota de Sangue Coagulado
TConstruct:heartCanister:0, Lata Vazia
TConstruct:heartCanister:1, Mini Coração Vermelho
TConstruct:heartCanister:2, Lata de Coração Vermelho
TConstruct:heartCanister:3, Mini Coração Amarelo
TConstruct:heartCanister:4, Lata de Coração Amarelo
TConstruct:heartCanister:5, Mini Coração Verde
TConstruct:heartCanister:6, Lata de Coração Verde
TConstruct:knapsack:0, Mochila
TConstruct:helmetWood, Elmo de Madeira
TConstruct:chestplateWood, Peitoral de Madeira
TConstruct:leggingsWood, Calça de Madeira
TConstruct:bootsWood, Botas de Madeira
TConstruct:travelGoggles, Óculos do Viajante
TConstruct:travelVest, Vestes do Viajante
TConstruct:travelWings, Asas do Viajante
TConstruct:travelBoots, Botas do Viajante
TConstruct:travelGlove, Luvas do Viajante
TConstruct:travelBelt, Cinto do Viajante
TConstruct:bowstring:0, Corda de Arco
TConstruct:arrowhead:0, Ponta de Flecha de Madeira
TConstruct:arrowhead:1, Ponta de Flecha de Pedra
TConstruct:arrowhead:2, Ponta de Flecha de Ferro
TConstruct:arrowhead:3, Ponta de Flecha de Pederneira
TConstruct:arrowhead:4, Ponta de Flecha de Cactos
TConstruct:arrowhead:5, Ponta de Flecha de Osso
TConstruct:arrowhead:6, Ponta de Flecha de Obsidiana
TConstruct:arrowhead:7, Ponta de Flecha de Rocha do Nether
TConstruct:arrowhead:8, Ponta de Flecha de Slime
TConstruct:arrowhead:9, Ponta de Flecha de Papel
TConstruct:arrowhead:10, Ponta de Flecha de Cobalto
TConstruct:arrowhead:11, Ponta de Flecha de Ardite
TConstruct:arrowhead:12, Ponta de Flecha de Manyullyn
TConstruct:arrowhead:13, Ponta de Flecha de Cobre
TConstruct:arrowhead:14, Ponta de Flecha de Bronze
TConstruct:arrowhead:15, Ponta de Flecha de Alumite
TConstruct:arrowhead:16, Ponta de Flecha de Aço
TConstruct:arrowhead:17, Ponta de Flecha de Slime
TConstruct:arrowhead:18, Ponta de Flecha de Gusa
TConstruct:fletching:0, Pluma
TConstruct:fletching:1, Pluma de Folha
TConstruct:fletching:2, Pluma de Slime
TConstruct:fletching:3, Pluma de Slime
TConstruct:fletching:4, Pluma de Folha de Slime
TConstruct:ShurikenPart:0, Shuriken de Madeira
TConstruct:ShurikenPart:1, Shuriken de Pedra
TConstruct:ShurikenPart:2, Shuriken de Ferro
TConstruct:ShurikenPart:3, Shuriken de Pederneira
TConstruct:ShurikenPart:4, Shuriken de Cactos
TConstruct:ShurikenPart:5, Shuriken de Osso
TConstruct:ShurikenPart:6, Shuriken de Obsidiana
TConstruct:ShurikenPart:7, Shuriken de Rocha do Nether
TConstruct:ShurikenPart:8, Shuriken de Slime
TConstruct:ShurikenPart:9, Shuriken de Papel
TConstruct:ShurikenPart:10, Shuriken de Cobalto
TConstruct:ShurikenPart:11, Shuriken de Ardite
TConstruct:ShurikenPart:12, Shuriken de Manyullyn
TConstruct:ShurikenPart:13, Shuriken de Cobre
TConstruct:ShurikenPart:14, Shuriken de Bronze
TConstruct:ShurikenPart:15, Shuriken de Alumite
TConstruct:ShurikenPart:16, Shuriken de Aço
TConstruct:ShurikenPart:17, Shuriken de Slime
TConstruct:ShurikenPart:18, Shuriken de Gusa
TConstruct:BowLimbPart:0, Limbo do Arco de Madeira
TConstruct:BowLimbPart:1, Limbo do Arco de Pedra
TConstruct:BowLimbPart:2, Limbo do Arco de Ferro
TConstruct:BowLimbPart:3, Limbo do Arco de Pederneira
TConstruct:BowLimbPart:4, Limbo do Arco de Cactos
TConstruct:BowLimbPart:5, Limbo do Arco de Osso
TConstruct:BowLimbPart:6, Limbo do Arco de Obsidiana
TConstruct:BowLimbPart:7, Limbo do Arco de Rocha do Nether
TConstruct:BowLimbPart:8, Limbo do Arco de Slime
TConstruct:BowLimbPart:9, Limbo do Arco de Papel
TConstruct:BowLimbPart:10, Limbo do Arco de Cobalto
TConstruct:BowLimbPart:11, Limbo do Arco de Ardite
TConstruct:BowLimbPart:12, Limbo do Arco de Manyullyn
TConstruct:BowLimbPart:13, Limbo do Arco de Cobre
TConstruct:BowLimbPart:14, Limbo do Arco de Bronze
TConstruct:BowLimbPart:15, Limbo do Arco de Alumite
TConstruct:BowLimbPart:16, Limbo do Arco de Aço
TConstruct:BowLimbPart:17, Limbo do Arco de Slime
TConstruct:BowLimbPart:18, Limbo do Arco de Gusa
TConstruct:CrossbowLimbPart:0, Limbo da Besta de Madeira
TConstruct:CrossbowLimbPart:1, Limbo da Besta de Pedra
TConstruct:CrossbowLimbPart:2, Limbo da Besta de Ferro
TConstruct:CrossbowLimbPart:3, Limbo da Besta de Pederneira
TConstruct:CrossbowLimbPart:4, Limbo da Besta de Cactos
TConstruct:CrossbowLimbPart:5, Limbo da Besta de Osso
TConstruct:CrossbowLimbPart:6, Limbo da Besta de Obsidiana
TConstruct:CrossbowLimbPart:7, Limbo da Besta de Rocha do Nether
TConstruct:CrossbowLimbPart:8, Limbo da Besta de Slime
TConstruct:CrossbowLimbPart:9, Limbo da Besta de Papel
TConstruct:CrossbowLimbPart:10, Limbo da Besta de Cobalto
TConstruct:CrossbowLimbPart:11, Limbo da Besta de Ardite
TConstruct:CrossbowLimbPart:12, Limbo da Besta de Manyullyn
